camera_view,person,session,filename,path,size_mb,sync_group,has_synchronized_pairs,synchronized_cam_side_l,synchronized_cam_side_r,synchronized_cam_top
cam_side_r,imi,session2,Basler_a2A1920-160ucBAS__40399460__20250219_173102351.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session2/Basler_a2A1920-160ucBAS__40399460__20250219_173102351.mp4,132.37,imi_session2_4,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session2/Basler_a2A1920-160ucBAS__40399468__20250219_173114488.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session2/Basler_a2A1920-160ucBAS__40401031__20250219_173116736.mp4
cam_side_r,imi,session2,Basler_a2A1920-160ucBAS__40399460__20250219_173301814.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session2/Basler_a2A1920-160ucBAS__40399460__20250219_173301814.mp4,133.83,imi_session2_5,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session2/Basler_a2A1920-160ucBAS__40399468__20250219_173305337.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session2/Basler_a2A1920-160ucBAS__40401031__20250219_173307898.mp4
cam_side_r,imi,session1,Basler_a2A1920-160ucBAS__40399460__20250219_170316318.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_170316318.mp4,130.08,imi_session1_0,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_170320088.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_170326473.mp4
cam_side_r,imi,session1,Basler_a2A1920-160ucBAS__40399460__20250219_170658686.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_170658686.mp4,75.09,imi_session1_1,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_170702025.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_170709473.mp4
cam_side_r,imi,session1,Basler_a2A1920-160ucBAS__40399460__20250219_171007581.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171007581.mp4,130.23,imi_session1_2,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171009827.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171012180.mp4
cam_side_r,imi,session1,Basler_a2A1920-160ucBAS__40399460__20250219_171258452.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171258452.mp4,132.22,imi_session1_3,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171301962.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171304742.mp4
cam_side_r,imi,session1,Basler_a2A1920-160ucBAS__40399460__20250219_171452843.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171452843.mp4,134.09,imi_session1_4,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171457812.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171500244.mp4
cam_side_r,imi,session1,Basler_a2A1920-160ucBAS__40399460__20250219_171656744.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171656744.mp4,133.03,imi_session1_5,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171704628.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171707798.mp4
cam_side_r,imi,session1,Basler_a2A1920-160ucBAS__40399460__20250219_171855411.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171855411.mp4,131.82,imi_session1_6,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171858831.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171904399.mp4
cam_side_r,imi,session1,Basler_a2A1920-160ucBAS__40399460__20250219_172044476.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_172044476.mp4,136.05,imi_session1_7,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_172041530.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_172038801.mp4
cam_side_r,zolti,session2,Basler_a2A1920-160ucBAS__40399460__20250219_175518981.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session2/Basler_a2A1920-160ucBAS__40399460__20250219_175518981.mp4,132.44,zolti_session2_0,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session2/Basler_a2A1920-160ucBAS__40399468__20250219_175346432.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session2/Basler_a2A1920-160ucBAS__40401031__20250219_175347332.mp4
cam_side_r,zolti,session2,Basler_a2A1920-160ucBAS__40399460__20250219_175744281.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session2/Basler_a2A1920-160ucBAS__40399460__20250219_175744281.mp4,129.94,zolti_session2_1,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session2/Basler_a2A1920-160ucBAS__40399468__20250219_175519800.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session2/Basler_a2A1920-160ucBAS__40401031__20250219_175520650.mp4
cam_side_r,zolti,session2,Basler_a2A1920-160ucBAS__40399460__20250219_175937582.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session2/Basler_a2A1920-160ucBAS__40399460__20250219_175937582.mp4,138.88,zolti_session2_2,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session2/Basler_a2A1920-160ucBAS__40399468__20250219_175745154.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session2/Basler_a2A1920-160ucBAS__40401031__20250219_175745997.mp4
cam_side_r,zolti,session2,Basler_a2A1920-160ucBAS__40399460__20250219_180128931.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session2/Basler_a2A1920-160ucBAS__40399460__20250219_180128931.mp4,130.26,zolti_session2_3,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session2/Basler_a2A1920-160ucBAS__40399468__20250219_175938455.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session2/Basler_a2A1920-160ucBAS__40401031__20250219_175939237.mp4
cam_side_r,zolti,session2,Basler_a2A1920-160ucBAS__40399460__20250219_180320568.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session2/Basler_a2A1920-160ucBAS__40399460__20250219_180320568.mp4,47.71,zolti_session2_4,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session2/Basler_a2A1920-160ucBAS__40399468__20250219_180129889.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session2/Basler_a2A1920-160ucBAS__40401031__20250219_180131119.mp4
cam_side_r,zolti,session1,Basler_a2A1920-160ucBAS__40399460__20250219_174451674.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session1/Basler_a2A1920-160ucBAS__40399460__20250219_174451674.mp4,130.76,zolti_session1_0,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session1/Basler_a2A1920-160ucBAS__40399468__20250219_174452544.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session1/Basler_a2A1920-160ucBAS__40401031__20250219_174453363.mp4
cam_side_r,zolti,session1,Basler_a2A1920-160ucBAS__40399460__20250219_174631639.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session1/Basler_a2A1920-160ucBAS__40399460__20250219_174631639.mp4,131.01,zolti_session1_1,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session1/Basler_a2A1920-160ucBAS__40399468__20250219_174632380.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session1/Basler_a2A1920-160ucBAS__40401031__20250219_174633297.mp4
cam_side_r,zolti,session1,Basler_a2A1920-160ucBAS__40399460__20250219_174805945.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session1/Basler_a2A1920-160ucBAS__40399460__20250219_174805945.mp4,130.02,zolti_session1_2,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session1/Basler_a2A1920-160ucBAS__40399468__20250219_174806746.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session1/Basler_a2A1920-160ucBAS__40401031__20250219_174807660.mp4
cam_side_r,zolti,session1,Basler_a2A1920-160ucBAS__40399460__20250219_174948489.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session1/Basler_a2A1920-160ucBAS__40399460__20250219_174948489.mp4,130.17,zolti_session1_3,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session1/Basler_a2A1920-160ucBAS__40399468__20250219_174949435.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session1/Basler_a2A1920-160ucBAS__40401031__20250219_174950347.mp4
cam_side_r,zolti,session1,Basler_a2A1920-160ucBAS__40399460__20250219_175131412.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/zolti/session1/Basler_a2A1920-160ucBAS__40399460__20250219_175131412.mp4,130.72,zolti_session1_4,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/zolti/session1/Basler_a2A1920-160ucBAS__40399468__20250219_175132281.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/zolti/session1/Basler_a2A1920-160ucBAS__40401031__20250219_175133280.mp4
cam_side_r,calibration,,Basler_a2A1920-160ucBAS__40399460__20250219_181316256.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/calibration/Basler_a2A1920-160ucBAS__40399460__20250219_181316256.mp4,118.64,calibration_0,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/calibration/Basler_a2A1920-160ucBAS__40399468__20250219_181319743.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/calibration/Basler_a2A1920-160ucBAS__40401031__20250219_181325278.mp4
cam_side_r,calibration,,Basler_a2A1920-160ucBAS__40399460__20250219_181539758.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/calibration/Basler_a2A1920-160ucBAS__40399460__20250219_181539758.mp4,128.91,calibration_1,True,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/calibration/Basler_a2A1920-160ucBAS__40399468__20250219_181537429.mp4,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/calibration/Basler_a2A1920-160ucBAS__40401031__20250219_181535346.mp4
cam_side_l,imi,session2,Basler_a2A1920-160ucBAS__40399468__20250219_172403366.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session2/Basler_a2A1920-160ucBAS__40399468__20250219_172403366.mp4,129.39,imi_session2_0,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session2/Basler_a2A1920-160ucBAS__40399460__20250219_172359956.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session2/Basler_a2A1920-160ucBAS__40401031__20250219_172406792.mp4
cam_side_l,imi,session2,Basler_a2A1920-160ucBAS__40399468__20250219_172548519.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session2/Basler_a2A1920-160ucBAS__40399468__20250219_172548519.mp4,132.37,imi_session2_1,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session2/Basler_a2A1920-160ucBAS__40399460__20250219_172541659.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session2/Basler_a2A1920-160ucBAS__40401031__20250219_172556465.mp4
cam_side_l,imi,session2,Basler_a2A1920-160ucBAS__40399468__20250219_172733419.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session2/Basler_a2A1920-160ucBAS__40399468__20250219_172733419.mp4,132.59,imi_session2_2,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session2/Basler_a2A1920-160ucBAS__40399460__20250219_172727312.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session2/Basler_a2A1920-160ucBAS__40401031__20250219_172737019.mp4
cam_side_l,imi,session2,Basler_a2A1920-160ucBAS__40399468__20250219_172911220.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session2/Basler_a2A1920-160ucBAS__40399468__20250219_172911220.mp4,1.73,imi_session2_3,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session2/Basler_a2A1920-160ucBAS__40399460__20250219_172907134.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session2/Basler_a2A1920-160ucBAS__40401031__20250219_172913320.mp4
cam_side_l,imi,session2,Basler_a2A1920-160ucBAS__40399468__20250219_173114488.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session2/Basler_a2A1920-160ucBAS__40399468__20250219_173114488.mp4,132.37,imi_session2_4,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session2/Basler_a2A1920-160ucBAS__40399460__20250219_173102351.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session2/Basler_a2A1920-160ucBAS__40401031__20250219_173116736.mp4
cam_side_l,imi,session2,Basler_a2A1920-160ucBAS__40399468__20250219_173305337.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session2/Basler_a2A1920-160ucBAS__40399468__20250219_173305337.mp4,133.81,imi_session2_5,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session2/Basler_a2A1920-160ucBAS__40399460__20250219_173301814.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session2/Basler_a2A1920-160ucBAS__40401031__20250219_173307898.mp4
cam_side_l,imi,session1,Basler_a2A1920-160ucBAS__40399468__20250219_170320088.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_170320088.mp4,130.1,imi_session1_0,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_170316318.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_170326473.mp4
cam_side_l,imi,session1,Basler_a2A1920-160ucBAS__40399468__20250219_170702025.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_170702025.mp4,75.09,imi_session1_1,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_170658686.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_170709473.mp4
cam_side_l,imi,session1,Basler_a2A1920-160ucBAS__40399468__20250219_171009827.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171009827.mp4,130.19,imi_session1_2,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171007581.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171012180.mp4
cam_side_l,imi,session1,Basler_a2A1920-160ucBAS__40399468__20250219_171301962.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171301962.mp4,132.2,imi_session1_3,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171258452.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171304742.mp4
cam_side_l,imi,session1,Basler_a2A1920-160ucBAS__40399468__20250219_171457812.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171457812.mp4,134.06,imi_session1_4,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171452843.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171500244.mp4
cam_side_l,imi,session1,Basler_a2A1920-160ucBAS__40399468__20250219_171704628.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171704628.mp4,132.99,imi_session1_5,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171656744.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171707798.mp4
cam_side_l,imi,session1,Basler_a2A1920-160ucBAS__40399468__20250219_171858831.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_171858831.mp4,131.8,imi_session1_6,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_171855411.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_171904399.mp4
cam_side_l,imi,session1,Basler_a2A1920-160ucBAS__40399468__20250219_172041530.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_l/imi/session1/Basler_a2A1920-160ucBAS__40399468__20250219_172041530.mp4,136.05,imi_session1_7,True,,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_side_r/imi/session1/Basler_a2A1920-160ucBAS__40399460__20250219_172044476.mp4,/nas/project_data/B1_Behavior/rush/mb_inhouse/mb_imi_zolti_/mb/cam_top/imi/session1/Basler_a2A1920-160ucBAS__40401031__20250219_172038801.mp4
